    BEGIN:|U|  BEGIN:Ph(U)  BEGIN:TBeg  HX:HeatIn   HX:HeatIn   RPN:ChngeM    RPN:dT     RPN:COP   
      m^3/s        deg          K           W           W           _           _           _      
         0f          0g          0c          2e         14e          1A         10A         17A    
     1.1019E-2       -8.7000     340.590     -747.17       504.420    1.1019E-2       74.3650       2.11170
     1.1019E-2       -8.4000     340.600     -747.67       504.850    1.1019E-2       74.3850       2.11300
     1.1019E-2       -8.1000     340.610     -748.14       505.270    1.1019E-2       74.4040       2.11430
     1.1019E-2       -7.8000     340.620     -748.60       505.670    1.1019E-2       74.4230       2.11550
     1.1019E-2       -7.5000     340.630     -749.03       506.060    1.1019E-2       74.4410       2.11670
     1.1019E-2       -7.2000     340.640     -749.44       506.430    1.1019E-2       74.4590       2.11800
     1.1019E-2       -6.9000     340.650     -749.83       506.790    1.1019E-2       74.4750       2.11910
     1.1019E-2       -6.6000     340.660     -750.20       507.130    1.1019E-2       74.4910       2.12030
     1.1019E-2       -6.3000     340.670     -750.54       507.450    1.1019E-2       74.5060       2.12150
     1.1019E-2       -6.0000     340.670     -750.87       507.760    1.1019E-2       74.5210       2.12270
     1.1019E-2       -5.7000     340.680     -751.17       508.060    1.1019E-2       74.5350       2.12380
     1.1019E-2       -5.4000     340.690     -751.45       508.330    1.1019E-2       74.5470       2.12490
     1.1019E-2       -5.1000     340.690     -751.71       508.600    1.1019E-2       74.5600       2.12600
     1.1019E-2       -4.8000     340.700     -751.95       508.840    1.1019E-2       74.5710       2.12710
     1.1019E-2       -4.5000     340.700     -752.17       509.070    1.1019E-2       74.5820       2.12820
     1.1019E-2       -4.2000     340.710     -752.36       509.290    1.1019E-2       74.5920       2.12930
     1.1019E-2       -3.9000     340.710     -752.54       509.490    1.1019E-2       74.6020       2.13040
     1.1019E-2       -3.6000     340.720     -752.69       509.670    1.1019E-2       74.6100       2.13140
     1.1019E-2       -3.3000     340.720     -752.82       509.840    1.1019E-2       74.6180       2.13240
     1.1019E-2       -3.0000     340.730     -752.93       509.990    1.1019E-2       74.6250       2.13350
     1.1019E-2       -2.7000     340.730     -753.01       510.130    1.1019E-2       74.6320       2.13450
     1.1019E-2       -2.4000     340.730     -753.08       510.250    1.1019E-2       74.6370       2.13550
     1.1019E-2       -2.1000     340.730     -753.12       510.350    1.1019E-2       74.6420       2.13650
     1.1019E-2       -1.8000     340.740     -753.14       510.420    1.1019E-2       74.6540       2.13720
     1.1019E-2       -1.5000     340.740     -753.11       510.410    1.1019E-2       74.6870       2.13730
     1.1019E-2       -1.2000     340.740     -753.06       510.380    1.1019E-2       74.7190       2.13730
     1.1019E-2       -0.9000     340.740     -752.99       510.330    1.1019E-2       74.7510       2.13740
     1.1019E-2       -0.6000     340.740     -752.90       510.270    1.1019E-2       74.7820       2.13740
     1.1019E-2       -0.3000     340.740     -752.78       510.190    1.1019E-2       74.8120       2.13740
     1.1019E-2   -1.3323E-15     340.740     -752.65       510.090    1.1019E-2       74.8420       2.13730
     1.1019E-2        0.30000    340.740     -752.49       509.980    1.1019E-2       74.8720       2.13730
     1.1019E-2        0.60000    340.740     -752.31       509.850    1.1019E-2       74.9010       2.13720
     1.1019E-2        0.90000    340.740     -752.11       509.710    1.1019E-2       74.9290       2.13710
     1.1019E-2        1.20000    340.730     -751.88       509.550    1.1019E-2       74.9570       2.13700
     1.1019E-2        1.50000    340.730     -751.64       509.370    1.1019E-2       74.9840       2.13690
     1.1019E-2        1.80000    340.730     -751.37       509.180    1.1019E-2       75.0110       2.13670
     1.1019E-2        2.10000    340.720     -751.08       508.970    1.1019E-2       75.0370       2.13660
     1.1019E-2        2.40000    340.720     -750.77       508.750    1.1019E-2       75.0630       2.13640
     1.1019E-2        2.70000    340.720     -750.44       508.500    1.1019E-2       75.0880       2.13620
     1.1019E-2        3.00000    340.710     -750.09       508.250    1.1019E-2       75.1130       2.13600
     1.1019E-2        3.30000    340.710     -749.71       507.970    1.1019E-2       75.1370       2.13580
     1.1019E-2        3.60000    340.700     -749.31       507.680    1.1019E-2       75.1600       2.13550
     1.1019E-2        3.90000    340.700     -748.89       507.380    1.1019E-2       75.1830       2.13520
     1.1019E-2        4.20000    340.690     -748.45       507.060    1.1019E-2       75.2050       2.13500
     1.1019E-2        4.50000    340.690     -747.99       506.720    1.1019E-2       75.2270       2.13460
     1.1019E-2        4.80000    340.680     -747.51       506.360    1.1019E-2       75.2480       2.13430
     1.1019E-2        5.10000    340.670     -747.00       505.990    1.1019E-2       75.2690       2.13400
     1.1019E-2        5.40000    340.670     -746.47       505.610    1.1019E-2       75.2890       2.13360
     1.1019E-2        5.70000    340.660     -745.93       505.210    1.1019E-2       75.3090       2.13330
     1.1019E-2        6.00000    340.650     -745.35       504.790    1.1019E-2       75.3280       2.13290
     1.1019E-2        6.30000    340.640     -744.76       504.350    1.1019E-2       75.3460       2.13250
     1.1019E-2        6.60000    340.630     -744.15       503.900    1.1019E-2       75.3640       2.13200
     1.1019E-2        6.90000    340.620     -743.51       503.440    1.1019E-2       75.3810       2.13160
     1.1019E-2        7.20000    340.610     -742.86       502.960    1.1019E-2       75.3980       2.13110
     1.1019E-2        7.50000    340.610     -742.18       502.460    1.1019E-2       75.4140       2.13060
     1.1019E-2        7.80000    340.590     -741.48       501.940    1.1019E-2       75.4290       2.13010
     1.1019E-2        8.10000    340.580     -740.76       501.410    1.1019E-2       75.4440       2.12960
     1.1019E-2        8.40000    340.570     -740.01       500.870    1.1019E-2       75.4590       2.12910
     1.1019E-2        8.70000    340.560     -739.25       500.310    1.1019E-2       75.4720       2.12850
     1.1019E-2        9.00000    340.550     -738.46       499.730    1.1019E-2       75.4860       2.12800
     1.1019E-2        9.30000    340.540     -737.66       499.140    1.1019E-2       75.4980       2.12740
     1.1019E-2        9.60000    340.530     -736.83       498.530    1.1019E-2       75.5100       2.12680
     1.1019E-2        9.90000    340.510     -735.98       497.900    1.1019E-2       75.5220       2.12620
     1.1019E-2       10.2000     340.500     -735.11       497.260    1.1019E-2       75.5320       2.12560
     1.1019E-2       10.5000     340.490     -734.21       496.610    1.1019E-2       75.5430       2.12490
     1.1019E-2       10.8000     340.470     -733.30       495.940    1.1019E-2       75.5520       2.12420
     1.1019E-2       11.1000     340.460     -732.37       495.250    1.1019E-2       75.5620       2.12360
     1.1019E-2       11.4000     340.440     -731.41       494.550    1.1019E-2       75.5700       2.12290
     1.1019E-2       11.7000     340.430     -730.43       493.830    1.1019E-2       75.5780       2.12210
     1.1019E-2       12.0000     340.410     -729.43       493.090    1.1019E-2       75.5850       2.12140
     1.1019E-2       12.3000     340.400     -728.41       492.350    1.1019E-2       75.5920       2.12060
     1.1019E-2       12.6000     340.380     -727.37       491.580    1.1019E-2       75.5980       2.11990
     1.1019E-2       12.9000     340.360     -726.31       490.800    1.1019E-2       75.6040       2.11910
     1.1019E-2       13.2000     340.350     -725.22       490.000    1.1019E-2       75.6080       2.11830
     1.1019E-2       13.5000     340.330     -724.12       489.190    1.1019E-2       75.6130       2.11750
     1.1019E-2       13.8000     340.310     -722.99       488.360    1.1019E-2       75.6160       2.11660
     1.1019E-2       14.1000     340.300     -721.85       487.520    1.1019E-2       75.6200       2.11580
     1.1019E-2       14.4000     340.280     -720.68       486.660    1.1019E-2       75.6220       2.11490
     1.1019E-2       14.7000     340.260     -719.49       485.790    1.1019E-2       75.6240       2.11400
     1.1019E-2       15.0000     340.240     -718.28       484.900    1.1019E-2       75.6250       2.11310
     1.1019E-2       15.3000     340.220     -717.05       484.000    1.1019E-2       75.6260       2.11220
     1.1019E-2       15.6000     340.200     -715.80       483.080    1.1019E-2       75.6260       2.11120
     1.1019E-2       15.9000     340.180     -714.52       482.150    1.1019E-2       75.6250       2.11030
     1.1019E-2       16.2000     340.160     -713.23       481.200    1.1019E-2       75.6240       2.10930
     1.1019E-2       16.5000     340.140     -711.92       480.230    1.1019E-2       75.6220       2.10830
     1.1019E-2       16.8000     340.120     -710.58       479.250    1.1019E-2       75.6200       2.10730
     1.1019E-2       17.1000     340.100     -709.23       478.260    1.1019E-2       75.6170       2.10620
     1.1019E-2       17.4000     340.070     -707.85       477.250    1.1019E-2       75.6130       2.10520
     1.1019E-2       17.7000     340.050     -706.45       476.220    1.1019E-2       75.6090       2.10410
     1.1019E-2       18.0000     340.030     -705.03       475.180    1.1019E-2       75.6040       2.10300
     1.1019E-2       18.3000     340.010     -703.60       474.130    1.1019E-2       75.5980       2.10190
     1.1019E-2       18.6000     339.980     -702.14       473.060    1.1019E-2       75.5920       2.10080
     1.1019E-2       18.9000     339.960     -700.66       471.970    1.1019E-2       75.5850       2.09960
     1.1019E-2       19.2000     339.930     -699.16       470.870    1.1019E-2       75.5780       2.09850
     1.1019E-2       19.5000     339.910     -697.64       469.750    1.1019E-2       75.5690       2.09730
     1.1019E-2       19.8000     339.890     -696.10       468.630    1.1019E-2       75.5610       2.09610
     1.1019E-2       20.1000     339.860     -694.54       467.480    1.1019E-2       75.5510       2.09490
     1.1019E-2       20.4000     339.830     -692.96       466.320    1.1019E-2       75.5410       2.09360
     1.1019E-2       20.7000     339.810     -691.35       465.150    1.1019E-2       75.5300       2.09240
     1.1019E-2       21.0000     339.780     -689.73       463.960    1.1019E-2       75.5190       2.09110
     1.1019E-2       21.3000     339.760     -688.09       462.750    1.1019E-2       75.5070       2.08980
     1.1019E-2       21.6000     339.730     -686.43       461.540    1.1019E-2       75.4940       2.08850
     1.1019E-2       21.9000     339.700     -684.75       460.300    1.1019E-2       75.4810       2.08720
     1.1019E-2       22.2000     339.670     -683.05       459.060    1.1019E-2       75.4670       2.08580
     1.1019E-2       22.5000     339.650     -681.32       457.790    1.1019E-2       75.4520       2.08440
     1.1019E-2       22.8000     339.620     -679.58       456.520    1.1019E-2       75.4370       2.08300
     1.1019E-2       23.1000     339.590     -677.82       455.230    1.1019E-2       75.4210       2.08160
     1.1019E-2       23.4000     339.560     -676.04       453.920    1.1019E-2       75.4040       2.08020
     1.1019E-2       23.7000     339.530     -674.24       452.600    1.1019E-2       75.3870       2.07870
     1.1019E-2       24.0000     339.500     -672.42       451.270    1.1019E-2       75.3690       2.07720
